Código,Clave,Descripción,Numero de Familia,Descripción Familia,Familia 
43188,BR-250,"Bisagra rectangular 2-1/2 x 1-5/8', acero natural, HERMEX",P013,Bisagras,BISAGRAS
43190,BR-350,"Bisagra rectangular 3-1/2 x 2-1/8', acero natural, HERMEX",P013,Bisagras,BISAGRAS
43191,BR-400,"Bisagra rectangular 4 x 2-3/4', acero natural, HERMEX",P013,Bisagras,BISAGRAS
43194,BR-201,"Bisagra rectangular 2 x 1-1/2', acero latonado, HERMEX",P013,Bisagras,BISAGRAS
43195,BR-251,"Bisagra rectangular 2-1/2 x 1-5/8', acero latonado, HERMEX",P013,Bisagras,BISAGRAS
43197,BR-351,"Bisagra rectangular 3-1/2 x 2-1/8', acero latonado, HERMEX",P013,Bisagras,BISAGRAS
43198,BR-401,"Bisagra rectangular 4 x 2-3/4', acero latonado, HERMEX",P013,Bisagras,BISAGRAS
43200,BR-154,"Bisagra rectangular 1-1/2x1-3/16', acero inoxidable, HERMEX",P013,Bisagras,BISAGRAS
43201,BR-204,"Bisagra rectangular 2 x 1-1/2', acero inoxidable, HERMEX",P013,Bisagras,BISAGRAS
43202,BR-254,"Bisagra rectangular 2-1/2 x 1-5/8', acero inoxidable, HERMEX",P013,Bisagras,BISAGRAS
43204,BR-354,"Bisagra rectangular 3-1/2 x 2-1/8', acero inoxidable, HERMEX",P013,Bisagras,BISAGRAS
43205,BR-404,"Bisagra rectangular 4 x 2-3/4', acero inoxidable, HERMEX",P013,Bisagras,BISAGRAS
43206,BR-151B,"Bolsa 2 bisagras rectangulares 1-1/2x1-3/16', acero latonado",P013,Bisagras,BISAGRAS
43221,BC-254R,"Bisagra cuadrada 2-1/2' acero inox, cabeza redonda, HERMEX",P013,Bisagras,BISAGRAS
43226,BC-254P,"Bisagra cuadrada 2-1/2' acero inox, cabeza plana, HERMEX",P013,Bisagras,BISAGRAS
43231,BC-251R,"Bisagra cuadrada 2-1/2', latonado, cabeza redonda, HERMEX",P013,Bisagras,BISAGRAS
43236,BC-251P,"Bisagra cuadrada 2-1/2', latonado, cabeza plana, HERMEX",P013,Bisagras,BISAGRAS
43241,BC-351RB,"Bolsa 2 bisagras cuadradas 3-1/2' latonado, cabeza redonda",P013,Bisagras,BISAGRAS
43243,BC-351PB,"Bolsa 2 bisagras cuadradas 3-1/2' latonado, cabeza plana",P013,Bisagras,BISAGRAS
43245,BC-252R,"Bisagra cuadrada 2-1/2', latón antiguo, cabeza redonda",P013,Bisagras,BISAGRAS
43250,BC-252P,"Bisagra cuadrada 2-1/2', latón antiguo, cabeza plana, HERMEX",P013,Bisagras,BISAGRAS
43255,BC-253R,"Bisagra cuadrada 2-1/2', satinado, cabeza redonda, HERMEX",P013,Bisagras,BISAGRAS
43260,BC-253P,"Bisagra cuadrada 2-1/2', satinado, cabeza plana, HERMEX",P013,Bisagras,BISAGRAS
44635,BSO-3/8,"Bisagra tubular soldable de 3/8', HERMEX",P013,Bisagras,BISAGRAS
44636,BSO-1/2,"Bisagra tubular soldable de 1/2', HERMEX",P013,Bisagras,BISAGRAS
44637,BSO-5/8,"Bisagra tubular soldable de 5/8', HERMEX",P013,Bisagras,BISAGRAS
44638,BSO-3/4,"Bisagra tubular soldable de 3/4', HERMEX",P013,Bisagras,BISAGRAS
44639,BSO-1,"Bisagra tubular soldable de 1', HERMEX",P013,Bisagras,BISAGRAS
45633,BR-156,"Bisagra rectangular 1-1/2x1-3/16', acero negro mate, HERMEX",P013,Bisagras,BISAGRAS
45634,BR-206,"Bisagra rectangular 2 x 1-1/2', acero negro mate, HERMEX",P013,Bisagras,BISAGRAS
45635,BR-256,"Bisagra rectangular 2-1/2 x 1-5/8', acero negro mate, HERMEX",P013,Bisagras,BISAGRAS
45637,BR-356,"Bisagra rectangular 3-1/2 x 2-1/8', acero negro mate, HERMEX",P013,Bisagras,BISAGRAS
45638,BR-406,"Bisagra rectangular 4 x 2-3/4', acero negro mate, HERMEX",P013,Bisagras,BISAGRAS
45682,BR-150B,"Bolsa 2 bisagras rectangulares 1-1/2x1-3/16', acero natural",P013,Bisagras,BISAGRAS
45685,BR-300B,"Bolsa 2 bisagras rectangulares 3 x 2', acero natural, HERMEX",P013,Bisagras,BISAGRAS
45687,BR-400B,"Bolsa 2 bisagras rectangulares 4 x 2-3/4', acero natural",P013,Bisagras,BISAGRAS
45690,BR-401B,"Bolsa 2 bisagras rectangulares 4 x 2-3/4', acero latonado",P013,Bisagras,BISAGRAS
46707,BC-256P,"Bisagra cuadrada 2 1/2', negro mate, cabeza plana, HERMEX",P013,Bisagras,BISAGRAS
46911,BR-202,"Bisagra rectangular 2 x 1-1/2', latón antiguo, HERMEX",P013,Bisagras,BISAGRAS
46912,BR-252,"Bisagra rectangular 2-1/2 x 1-5/8', latón antiguo, HERMEX",P013,Bisagras,BISAGRAS
46914,BR-352,"Bisagra rectangular 3-1/2 x 2-1/8', latón antiguo, HERMEX",P013,Bisagras,BISAGRAS
46915,BR-402,"Bisagra rectangular 4 x 2-3/4', latón antiguo, HERMEX",P013,Bisagras,BISAGRAS
49598,BC-353PB,"Bolsa 2 bisagras cuadradas 3-1/2' satinado, cabeza plana",P013,Bisagras,BISAGRAS
49602,BC-352PB,"Bolsa 2 bisagras cuadradas 3-1/2'latón antiguo, cabeza plana",P013,Bisagras,BISAGRAS
49604,BC-356PB,"Bolsa 2 bisagras cuadradas 3-1/2' negro, cabeza plana",P013,Bisagras,BISAGRAS
49739,BC-354PB,"Bolsa 2 bisagras cuadradas 3-1/2' acero inox, cabeza plana",P013,Bisagras,BISAGRAS
43186,BR-150,"Bisagra rectangular 1-1/2 x 1-3/16', acero natural, HERMEX",P013,Bisagras,BISAGRAS
43193,BR-151,"Bisagra rectangular 1-1/2 x 1-3/16', acero latonado, HERMEX",P013,Bisagras,BISAGRAS
43207,BR-201B,"Bolsa 2 bisagras rectangulares 2 x 1-1/2', acero latonado",P013,Bisagras,BISAGRAS
43208,BR-251B,Bolsa 2 bisagras rectangulares 2-1/2 x 1-5/8' acero latonado,P013,Bisagras,BISAGRAS
45683,BR-200B,"Bolsa 2 bisagras rectangulares 2 x 1-1/2', acero natural",P013,Bisagras,BISAGRAS
45684,BR-250B,"Bolsa 2 bisagras rectangulares 2-1/2 x 1-5/8', acero natural",P013,Bisagras,BISAGRAS
45686,BR-350B,"Bolsa 2 bisagras rectangulares 3-1/2 x 2-1/8', acero natural",P013,Bisagras,BISAGRAS
45689,BR-351B,Bolsa 2 bisagras rectangulares 3-1/2 x 2-1/8' acero latonado,P013,Bisagras,BISAGRAS
46910,BR-152,"Bisagra rectangular 1-1/2 x 1-3/16', latón antiguo, HERMEX",P013,Bisagras,BISAGRAS
102720,BROU-RB1/4X,"Broca para router, corte recto, 1/4' con balero, TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
102721,BROU-RB3/8X,"Broca para router, corte recto, 3/8' con balero, TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
102723,BROU-MC1,"Broca para router, media caña, 1', TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
102724,BROU-RB7/8X,"Broca para router, rebajado, 7/8' con balero, TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
102726,BROU-RD5/8X,"Broca para router, redondeado, 5/8' con balero, TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
102728,BROU-MACH5/8X,"Juego de machimbrador, 5/8', con balero",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
10671,BROU-MACH3/4X,"Juego de machimbrador, 3/4', con balero, TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
10672,BROU-MACH7/8X,"Juego de machimbrador, 7/8', con balero, TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
10674,BROU-J1X,"Broca router, jovel, 1', con balero, TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
11444,BROU-RB1/2X,"Broca para router, corte recto, 1/2' con balero, TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
11464,BROU-MC1/2X,"Broca para router, media caña, 1/2' con balero, TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
11469,BROU-RD1X,"Broca para router, redondeado, 1' con balero, TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
55218,EXMO-ROU,"Exhibidor con 30 brocas para router, TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
102717,BROU-CP5/16,"Broca para router, cola de pato, 5/16', TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
102718,BROU-V1/4,"Broca para router, corte en 'V', 1/4', TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
102722,BROU-MC5/8,"Broca para router, media caña, 5/8', TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
10677,BROU-CO-7/8X,"Broca para router, collarín, 7/8' con balero, TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
11359,JBROU-6,"Juego de 6 brocas para router, TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
11452,BROU-R2-1/4M,"Broca para router, recta 2 filos, 1/4', mediana, TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
11453,BROU-R2-1/4L,"Broca para router, recta 2 filos, 1/4', larga, TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
11454,BROU-R2-5/16,"Broca para router, recta 2 filos, 5/16', TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
11455,BROU-R2-3/8,"Broca para router, recta 2 filos, 3/8', TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
11457,BROU-R2-5/8,"Broca para router, recta 2 filos, 5/8', TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
11459,BROU-R2-3/4,"Broca para router, recta 2 filos, 3/4', TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
11460,BROU-MC1/4,"Broca para router, media caña, 1/4', TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
11461,BROU-MC3/8,"Broca para router, media caña, 3/8', TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
11462,BROU-MC1/2,"Broca para router, media caña, 1/2', TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
11463,BROU-MC3/4,"Broca para router, media caña, 3/4', TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
11465,BROU-V3/8,"Broca para router, corte en 'V', 3/8', TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
11466,BROU-V1/2,"Broca para router, corte en 'V', 1/2', TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
11467,BROU-V7/8,"Broca para router, corte en 'V', 7/8', TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
11472,BROU-RM1X,"Broca para router, redondeado con moldura, 1' con balero",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
11475,BROU-CP1/2,"Broca para router, cola de pato, 1/2', TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
11480,BROU-PP1-3/8X,"Broca para router, pecho paloma, 1-3/8' con balero, TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
11481,BROU-DR1-3/8X,"Broca para router, doble romana, 1-3/8' con balero, TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
11482,BROU-C1-3/8X,"Broca para router, clásica, 1-3/8' con balero, TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
102719,BROU-V1-1/8,"Broca para router, corte en 'V', 1-1/8', TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
102725,BROU-RM1-1/8X,"Broca para router, redondeado con moldura, 1-1/8' con balero",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
102727,BROU-PP1-1/4X,"Broca para router, pecho paloma, 1-1/4' con balero, TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
10673,BROU-E1-1/8X,"Broca para router, escalonada, 1-1/8', con balero, TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
10675,BROU-Z1-1/4X,"Broca para router, zafiro, 1-1/4', con balero, TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
10676,BROU-ESP1-1/4X,"Broca para router, española, 1-1/4', con balero, TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
11456,BROU-R2-1/2,"Broca para router, recta 2 filos, 1/2', TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
11468,BROU-CH1-1/4X,"Broca para router, chaflán, 1-1/4' con balero, TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
11470,BROU-RD1-1/4X,"Broca para router, redondeado, 1-1/4' con balero, TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
11471,BROU-RD1-1/2X,"Broca para router, redondeado, 1-1/2' con balero, TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
11473,BROU-RM1-1/4X,"Broca para router, redondeado con moldura, 1-1/4' con balero",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
11474,BROU-RM1-1/2X,"Broca para router, redondeado con moldura, 1-1/2' con balero",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
11477,BROU-RB1-1/4X,"Broca para router, rebajado, 1-1/4' con balero, TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
11479,BROU-PP1-1/8X,"Broca para router, pecho paloma, 1-1/8' con balero, TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
11485,BROU-BC1-1/8X,"Broca para router, bocel cuarto, 1-1/8' con balero, TRUPER",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
11486,BROU-M1-1/8X,"Broca para router, moldura clásica, 1-1/8' con balero,Truper",P018,Brocas (fresas) para router,"BROCAS 
(TODAS)"
101550,BES-6X,"Broca escalonada titanio 6 escalones 3/16' a 1/2', EXPERT",P799,Brocas escalonadas,"BROCAS 
(TODAS)"
101553,BES-12X,"Broca escalonada titanio 12 escalones 3/16' a 7/8', EXPERT",P799,Brocas escalonadas,"BROCAS 
(TODAS)"
101554,BES-11X,"Broca escalonada titanio 11 escalones 1/4' a 7/8', EXPERT",P799,Brocas escalonadas,"BROCAS 
(TODAS)"
12125,BES-12,"Broca escalonada óxido negro 12escalones 3/16' a 7/8',Truper",P799,Brocas escalonadas,"BROCAS 
(TODAS)"
100988,JBES-3,"Juego de 3 brocas escalonadas de óxido negro, TRUPER",P799,Brocas escalonadas,"BROCAS 
(TODAS)"
101457,BES-11,"Broca escalonada óxido negro 11 escalones 1/4' a 7/8',Truper",P799,Brocas escalonadas,"BROCAS 
(TODAS)"
101458,BES-12A,"Broca escalonada óxido negro 12escalones 7/16 a 1-1/8,Truper",P799,Brocas escalonadas,"BROCAS 
(TODAS)"
101551,BES-13X,"Broca escalonada titanio 13 escalones 1/8' a 1/2', EXPERT",P799,Brocas escalonadas,"BROCAS 
(TODAS)"
101552,BES-9X,"Broca escalonada titanio 9 escalones 1/4' a 3/4', EXPERT",P799,Brocas escalonadas,"BROCAS 
(TODAS)"
101555,BES-12AX,"Broca escalonada titanio 12 escalones 7/16' a 1-1/8', EXPERT",P799,Brocas escalonadas,"BROCAS 
(TODAS)"
101556,BES-10X,"Broca escalonada titanio 10 escalones 1/4' a 1-3/8', EXPERT",P799,Brocas escalonadas,"BROCAS 
(TODAS)"
101557,JBES-3X,"Juego de 3 brocas escalonadas de titanio, TRUPER EXPERT",P799,Brocas escalonadas,"BROCAS 
(TODAS)"
12120,BES-6,"Broca escalonada óxido negro 6 escalones 3/16' a 1/2',Truper",P799,Brocas escalonadas,"BROCAS 
(TODAS)"
12122,BES-13,"Broca escalonada óxido negro 13 escalones 1/8' a 1/2',Truper",P799,Brocas escalonadas,"BROCAS 
(TODAS)"
12123,BES-9,"Broca escalonada óxido negro 9 escalones 1/4' a 3/4', TRUPER",P799,Brocas escalonadas,"BROCAS 
(TODAS)"
12126,BES-10,"Broca escalonada óxido negro 10escalones 1/4 a 1-3/8',Truper",P799,Brocas escalonadas,"BROCAS 
(TODAS)"
101805,BMC-3/16X6,"Broca multimaterial 3/16 x 6', TRUPER",P763,Brocas multimaterial,"BROCAS 
(TODAS)"
101806,BMC-1/4X6,"Broca multimaterial 1/4 x 6', TRUPER",P763,Brocas multimaterial,"BROCAS 
(TODAS)"
101807,BMC-5/16X6,"Broca multimaterial 5/16 x 6', TRUPER",P763,Brocas multimaterial,"BROCAS 
(TODAS)"
101808,BMC-3/8X6,"Broca multimaterial 3/8 x 6', TRUPER",P763,Brocas multimaterial,"BROCAS 
(TODAS)"
101809,BMC-1/2X6,"Broca multimaterial 1/2 x 6', TRUPER",P763,Brocas multimaterial,"BROCAS 
(TODAS)"
101820,JBMC-5,"Juego de 5 brocas multimaterial, TRUPER",P763,Brocas multimaterial,"BROCAS 
(TODAS)"
103017,BMC-1/8X3,"Broca multimaterial 1/8 x 3', TRUPER",P763,Brocas multimaterial,"BROCAS 
(TODAS)"
103018,BMC-5/32X6,"Broca multimaterial 5/32 x 6', TRUPER",P763,Brocas multimaterial,"BROCAS 
(TODAS)"
103924,JBMS-6,"Juego de 6 brocas helicoidales con sierra, TRUPER",P763,Brocas multimaterial,"BROCAS 
(TODAS)"
102340,BCT-5X100,"Broca para concreto 5 x 100 mm, TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
102341,BCT-5X150,"Broca para concreto 5 x 150 mm, TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
102342,BCT-6X100,"Broca para concreto 6 x 100 mm, TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
102343,BCT-6X150,"Broca para concreto 6 x 150 mm, TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
102344,BCT-6X300,"Broca para concreto 6 x 300 mm, TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
102345,BCT-8X100,"Broca para concreto 8 x 100 mm, TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
102346,BCT-8X150,"Broca para concreto 8 x 150 mm, TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
102347,BCT-8X300,"Broca para concreto 8 x 300 mm, TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
102348,BCT-10X125,"Broca para concreto 10 x 125 mm, TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
102349,BCT-10X150,"Broca para concreto 10 x 150 mm, TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
102350,BCT-10X300,"Broca para concreto 10 x 300 mm, TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
102351,BCT-13X150,"Broca para concreto 13 x 150 mm, TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
102352,BCT-13X300,"Broca para concreto 13 x 300 mm, TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
102353,BCT-16X150,"Broca para concreto 16 x 150 mm, TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
102354,BCT-16X300,"Broca para concreto 16 x 300 mm, TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
102355,BCT-19X150,"Broca para concreto 19 x 150 mm, TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
102356,BCT-19X300,"Broca para concreto 19 x 300 mm, TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
102357,BCT-22X150,"Broca para concreto 22 x 150 mm, TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
102358,BCT-22X300,"Broca para concreto 22 x 300 mm, TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
102359,BCT-25X150,"Broca para concreto 25 x 150 mm, TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
102360,BCT-25X300,"Broca para concreto 25 x 300 mm, TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
11254,BCT-1X6,"Broca para concreto de 1 x 6', TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
11257,BCT-1X12,"Broca para concreto de 1 x 12', TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
50352,DESP-BROC,"Exhibidor despachador con brocas para concreto, TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
102705,JBCT-5,"Juego de 5 brocas para concreto, TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
102706,JBCT-4,"Juego de 4 brocas para concreto, TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
11200,BCT-3/16X4,"Broca para concreto de 3/16 x 4', TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
11203,BCT-1/4X4,"Broca para concreto de 1/4 x 4', TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
11206,BCT-1/4X6,"Broca para concreto de 1/4 x 6', TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
11209,BCT-1/4X12,"Broca para concreto de 1/4 x 12', TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
11212,BCT-5/16X4,"Broca para concreto de 5/16 x 4', TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
11215,BCT-5/16X6,"Broca para concreto de 5/16 x 6', TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
11218,BCT-5/16X12,"Broca para concreto de 5/16 x 12', TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
11221,BCT-3/8X5,"Broca para concreto de 3/8 x 5', TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
11224,BCT-3/8X6,"Broca para concreto de 3/8 x 6', TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
11227,BCT-3/8X12,"Broca para concreto de 3/8 x 12', TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
11230,BCT-1/2X6,"Broca para concreto de 1/2 x 6', TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
11233,BCT-1/2X12,"Broca para concreto de 1/2 x 12', TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
11236,BCT-5/8X6,"Broca para concreto de 5/8 x 6', TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
11239,BCT-5/8X12,"Broca para concreto de 5/8 x 12', TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
11242,BCT-3/4X6,"Broca para concreto de 3/4 x 6', TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
11245,BCT-3/4X12,"Broca para concreto de 3/4 x 12', TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
11248,BCT-7/8X6,"Broca para concreto de 7/8 x 6', TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
11251,BCT-7/8X12,"Broca para concreto de 7/8 x 12', TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
11258,BCT-3/16X6,"Broca para concreto de 3/16 x 6', TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
11295,JBCT-6,"Juego de 6 brocas para concreto, TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
12752,BCT-3/16X4-B,"Broca para concreto de 3/16 x 4' en blíster, TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
12753,BCT-3/16X6-B,"Broca para concreto de 3/16 x 6' en blíster, TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
12754,BCT-1/4X4-B,"Broca para concreto de 1/4 x 4' en blíster, TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
12755,BCT-1/4X6-B,"Broca para concreto de 1/4 x 6' en blíster, TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
12756,BCT-5/16X4-B,"Broca para concreto de 5/16 x 4' en blíster, TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
12757,BCT-5/16X6-B,"Broca para concreto de 5/16 x 6' en blíster, TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
12758,BCT-3/8X5-B,"Broca para concreto de 3/8 x 5' en blíster, TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
12759,BCT-3/8X6-B,"Broca para concreto de 3/8 x 6' en blíster, TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
12760,BCT-1/2X6-B,"Broca para concreto de 1/2 x 6' en blíster, TRUPER",P015,Brocas para concreto,"BROCAS 
(TODAS)"
104064,BAB-1X6,"Broca auger tipo berbiquí 1' X 6', TRUPER",P016,Brocas para madera,"BROCAS 
(TODAS)"
104073,BAB-1X18,"Broca auger tipo berbiquí 1' X 18', TRUPER",P016,Brocas para madera,"BROCAS 
(TODAS)"
