código,clave,descripción,margen de mercado,caja,master,precio,unidad,ean,precio mínimo de venta 2025,precio mínimo de venta 2026,alta rotación,precio mayoreo con IVA,precio distribuidor con IVA,precio público con IVA,precio mayoreo sin IVA,precio distribuidor sin IVA,precio público sin IVA,Marca,Precio Medio Mayoreo sin IVA,Precio Medio Mayoreo con IVA,Codigo SAT,Descripcion SAT,Familia,Descripción Familia,Peso[Kg],Volumen[cm3],HD
47376,PLA-102L,"Luminario LED plafón decorativo 18W 6500K, liso, BASIC",MM00,2,10,270,Pieza,7.51E+12,185,185,0,225,185,270,193.97,159.48,232.76,Volteck,211.21,245,39111500,Iluminación de interiores y artefactos,P723,Luminarios LED,0.585,9375.8,
47377,PLA-103L,"Luminario LED plafón decorativo 22W 6500K, liso, BASIC",MM00,2,10,310,Pieza,7.51E+12,215,215,0,255,215,310,219.83,185.34,267.24,Volteck,241.38,280,39111500,Iluminación de interiores y artefactos,P723,Luminarios LED,0.724,12107.16,
47379,FP-312,"Llave individual fregadero,ABS,cuello corto,hexagonal, BASIC",MM00,2,24,152,Pieza,7.50E+12,105,105,0,125,105,152,107.76,90.52,131.03,Foset,118.1,137,30181700,Grifos,P694,Grifería,0.209,1694,
47380,FP-314,"Llave individual fregadero,ABS,cuello curvo,hexagonal, BASIC",MM00,2,24,180,Pieza,7.50E+12,125,125,0,150,125,180,129.31,107.76,155.17,Foset,142.24,165,30181700,Grifos,P694,Grifería,0.24,2821.5,
47386,TBF-87,"Monomando para fregadero con cuello flexible, cromo, TÚBIG",MM00,1,4,1350,Pieza,7.50E+12,925,925,0,1115,925,1350,961.21,797.41,1163.79,Foset,1060.34,1230,23191000,Mezcladores por tandas,P694,Grifería,1.33,7086.625,
47387,TBF-87N,"Monomando para fregadero con cuello flexible, satín, TÚBIG",MM00,1,4,1515,Pieza,7.50E+12,1050,1050,0,1250,1050,1515,1077.59,905.17,1306.03,Foset,1185.34,1375,23191000,Mezcladores por tandas,P694,Grifería,1.295,7086.625,
47388,TBF-87M,"Monomando para fregadero con cuello flexible, negro, TÚBIG",MM00,1,4,1450,Pieza,7.50E+12,995,995,0,1195,995,1450,1030.17,857.76,1250,Foset,1133.62,1315,23191000,Mezcladores por tandas,P694,Grifería,1.32,7443.96,
47398,PLA-229L,"Luminario LED plafón 24W 6500K, redondo, negro, VOLTECK",MM00,2,10,215,Pieza,7.51E+12,145,145,0,175,145,215,150.86,125,185.34,Volteck,168.1,195,39111500,Iluminación de interiores y artefactos,P723,Luminarios LED,0.701,3065.384,
47406,EMP-400LC,Luminario LED plafón 6W 3000K ultradelgado cuadrado VOLTECK,MM00,4,20,85,Pieza,7.51E+12,59,59,0,72,59,85,62.07,50.86,73.28,Volteck,68.1,79,39111500,Iluminación de interiores y artefactos,P723,Luminarios LED,0.145,988.125,
47407,EMP-401LC,Luminario LED plafón 12W 3000K ultradelgado cuadrado VOLTECK,MM00,4,20,125,Pieza,7.51E+12,85,85,0,105,85,125,90.52,73.28,107.76,Volteck,99.14,115,39111500,Iluminación de interiores y artefactos,P723,Luminarios LED,0.245,1518.575,
47408,EMP-402LC,Luminario LED plafón 18W 3000K ultradelgado cuadrado VOLTECK,MM00,2,10,175,Pieza,7.51E+12,120,120,0,145,120,175,125,103.45,150.86,Volteck,137.07,159,39111500,Iluminación de interiores y artefactos,P723,Luminarios LED,0.385,2505.6,
47410,EMP-201LC,"Luminario LED plafón 12W 3000K ultradelgado redondo, VOLTECK",MM00,4,20,115,Pieza,7.51E+12,79,79,0,95,79,115,81.9,68.1,99.14,Volteck,90.52,105,39111500,Iluminación de interiores y artefactos,P723,Luminarios LED,0.21,1928.397,
47411,EMP-202LC,"Luminario LED plafón 18W 3000K ultradelgado redondo, VOLTECK",MM00,2,10,159,Pieza,7.51E+12,110,110,0,135,110,159,116.38,94.83,137.07,Volteck,125,145,39111500,Iluminación de interiores y artefactos,P723,Luminarios LED,0.325,2715.18,
47417,PLA-232L,"Luminario LED plafón 18W 6500K, cuadrado, negro, VOLTECK",MM00,2,20,160,Pieza,7.51E+12,110,110,0,130,110,160,112.07,94.83,137.93,Volteck,125,145,39111500,Iluminación de interiores y artefactos,P723,Luminarios LED,0.461,1452,
47418,PLA-233L,"Luminario LED plafón 24W 6500K, cuadrado, negro, VOLTECK",MM00,2,10,225,Pieza,7.51E+12,155,155,0,185,155,225,159.48,133.62,193.97,Volteck,176.72,205,39111500,Iluminación de interiores y artefactos,P723,Luminarios LED,0.865,2610.75,
47420,CLG-982,"Tuerca cónica de latón 1/2', FOSET",MM0,10,600,24,Pieza,7.51E+12,15,15,0,20,15,24,17.24,12.93,20.69,Foset,18.97,22,40172601,Acoples de tubos de latón,P559,Conexiones de latón y accesorios para gas,0.03,31.025,
47444,PLA-212L,"Luminario LED plafón 18W 6500K, cuadrado, blanco, VOLTECK",MM00,2,40,160,Pieza,7.51E+12,110,110,0,130,110,160,112.07,94.83,137.93,Volteck,125,145,39111500,Iluminación de interiores y artefactos,P723,Luminarios LED,0.484,1534.5,
47445,PLA-213L,"Luminario LED plafón 24W 6500K, cuadrado, blanco, VOLTECK",MM00,2,20,225,Pieza,7.51E+12,155,155,0,185,155,225,159.48,133.62,193.97,Volteck,176.72,205,39111500,Iluminación de interiores y artefactos,P723,Luminarios LED,0.854,3009.6,
47448,PLA-220L,"Luminario LED plafón 18W 6500K, cuadrado, gris, VOLTECK",MM00,2,40,160,Pieza,7.51E+12,110,110,0,130,110,160,112.07,94.83,137.93,Volteck,125,145,39111500,Iluminación de interiores y artefactos,P723,Luminarios LED,0.464,1681.875,
47449,PLA-221L,"Luminario LED plafón 24W 6500K, cuadrado, gris, VOLTECK",MM00,2,20,225,Pieza,7.51E+12,155,155,0,185,155,225,159.48,133.62,193.97,Volteck,176.72,205,39111500,Iluminación de interiores y artefactos,P723,Luminarios LED,0.863,3075.602,
47457,CIN-1810-M,"Bolsa con 1000 cinchos plásticos 18lb, 100 x 2.5 mm, natural",MM00,1,5,152,Set,7.51E+12,105,105,0,125,105,152,107.76,90.52,131.03,Volteck,118.1,137,31162800,Ferretería en general,P036,Cinchos de plástico y de contacto,0.255,1405.56,
47458,CIN-1815-M,"Bolsa con 1000 cinchos plásticos 18lb, 150 x 2.5 mm, natural",MM00,1,5,225,Set,7.51E+12,155,155,0,185,155,225,159.48,133.62,193.97,Volteck,176.72,205,31162800,Ferretería en general,P036,Cinchos de plástico y de contacto,0.4,2031.585,
47459,CIN-1820-M,"Bolsa con 1000 cinchos plásticos 18lb, 200 x 2.5 mm, natural",MM00,1,5,287,Set,7.51E+12,199,199,0,239,199,287,206.03,171.55,247.41,Volteck,225.86,262,31162800,Ferretería en general,P036,Cinchos de plástico y de contacto,0.56,2293.98,
47460,CIN-4015-M,"Bolsa con 1000 cinchos plásticos 40lb, 150 x 3.5 mm, natural",MM00,1,5,349,Set,7.51E+12,239,239,0,289,239,349,249.14,206.03,300.86,Volteck,275,319,31162800,Ferretería en general,P036,Cinchos de plástico y de contacto,0.66,2622.88,
47461,CIN-4020-M,"Bolsa con 1000 cinchos plásticos 40lb, 200 x 3.5 mm, natural",MM00,1,5,440,Set,7.51E+12,305,305,0,365,305,440,314.66,262.93,379.31,Volteck,344.83,400,31162800,Ferretería en general,P036,Cinchos de plástico y de contacto,0.86,3056.175,
47462,CIN-4025-M,"Bolsa con 1000 cinchos plásticos 40lb, 250 x 3.5 mm, natural",MM00,1,5,575,Set,7.51E+12,395,395,0,475,395,575,409.48,340.52,495.69,Volteck,452.59,525,31162800,Ferretería en general,P036,Cinchos de plástico y de contacto,1.12,3873.672,
47463,CIN-5020-M,"Bolsa con 1000 cinchos plásticos 50lb, 200 x 4.5 mm, natural",MM00,1,5,600,Set,7.51E+12,415,415,0,500,415,600,431.03,357.76,517.24,Volteck,474.14,550,31162800,Ferretería en general,P036,Cinchos de plástico y de contacto,1.15,4143.48,
47464,CIN-5030-M,"Bolsa con 1000 cinchos plásticos 50lb, 300 x 4.5 mm, natural",MM00,1,5,910,Set,7.51E+12,625,625,0,755,625,910,650.86,538.79,784.48,Volteck,715.52,830,31162800,Ferretería en general,P036,Cinchos de plástico y de contacto,1.8,6316.2,
