código,clave,descripción,margen de mercado,caja,master,precio,unidad,ean,precio mínimo de venta 2025,precio mínimo de venta 2026,alta rotación,precio mayoreo con IVA,precio distribuidor con IVA,precio público con IVA,precio mayoreo sin IVA,precio distribuidor sin IVA,precio público sin IVA,Marca,Precio Medio Mayoreo sin IVA,Precio Medio Mayoreo con IVA,Codigo SAT,Descripcion SAT,Familia,Descripción Familia,Peso[Kg],Volumen[cm3],HD
45946,PPG-38VF,"Válvula esfera para PE-AL-PE, 3/8'a flare 3/8', FOSET",MM00,2,76,152,Pieza,7.51E+12,95,85,0,125,95,152,107.76,81.9,131.03,Foset,118.1,137,40141600,Válvulas,P851,Tubería y conexiones PE-AL-PE,0.145,120.9,
47431,CLG-494,"Niple campana de latón de 1/2' X 3/8', FOSET",MM0,10,400,30,Pieza,7.51E+12,19,17,0,25,19,30,21.55,16.38,25.86,Foset,23.28,27,40172601,Acoples de tubos de latón,P559,Conexiones de latón y accesorios para gas,0.035,38.25,
47434,CLG-412,"Niple terminal de latón de 3/8' X 1/2', FOSET",MM0,10,400,30,Pieza,7.51E+12,19,17,0,25,19,30,21.55,16.38,25.86,Foset,23.28,27,40172601,Acoples de tubos de latón,P559,Conexiones de latón y accesorios para gas,0.035,38.709,
47436,CLG-414,"Niple terminal de latón de 1/2' X 3/8', FOSET",MM0,10,400,30,Pieza,7.51E+12,19,17,0,25,19,30,21.55,16.38,25.86,Foset,23.28,27,40172601,Acoples de tubos de latón,P559,Conexiones de latón y accesorios para gas,0.035,40.922,
47825,APSE3-ELA,"Interruptor 3 vías acero inox de 3 módulos, línea Lisboa",MM00,12,144,30,Pieza,7.50E+12,19,17,0,25,19,30,21.55,16.38,25.86,Volteck,23.28,27,39121700,Ferretería eléctrica y suministros,P039,"Artefactos eléctricos, VOLTECK",0.03,138.735,
47831,TE15-LA,"Toma de teléfono acero inox de 1.5 módulos, línea Lisboa",MM00,12,144,30,Pieza,7.50E+12,19,17,0,25,19,30,21.55,16.38,25.86,Volteck,23.28,27,39122200,Interruptores eléctricos y accesorios,P039,"Artefactos eléctricos, VOLTECK",0.015,97.002,
48857,CC-564,"Codo 90° de cobre de 1-1/4', FOSET",MM0,2,120,152,Pieza,7.51E+12,95,85,0,125,95,152,107.76,81.9,131.03,Foset,118.1,137,40172609,Acoples de tubos de plástico cpvc,P597,Conexiones soldables de cobre,0.09,221.638,
49054,LLE-151L,"Llave de esfera de latón 3/4' con rosca para manguera, FOSET",MM00,6,48,137,Pieza,7.51E+12,95,85,0,115,95,137,99.14,81.9,118.1,Foset,107.76,125,30181700,Grifos,P177,Llaves de jardín,0.171,155.956,
40085,PVC-105,"Tubo de 1-1/2' PVC hidráulico RD 26, 3m, 1.2kg, FOSET",MM0,5,0,137,Pieza,7.51E+12,95,85,0,115,95,137,99.14,81.9,118.1,Foset,107.76,125,24141700,Tubos y núcleos de embalaje y etiquetas y accesorios,P467,Tubos de PVC,1.177,9075,
18089,COBI-1-1/16,"Brocasierra bimetálica 1-1/16', TRUPER EXPERT",MM00,3,36,152,Pieza,7.50E+12,95,85,0,125,95,152,107.76,81.9,131.03,Expert,118.1,137,23242113,Cuchilla de sierra circular para cortar metal,P506,Brocasierras bimetálicas,0.08,268.8,
45921,PPG-38H,"Codo 90° para PEALPE, 3/8', con rosca hembra, FOSET",MM00,4,160,75,Pieza,7.51E+12,47,42,0,62,47,75,53.45,40.52,64.66,Foset,58.62,68,40172801,Codos para tubos de latón,P851,Tubería y conexiones PE-AL-PE,0.072,57.428,
48851,CC-204,"Cople de cobre 1-1/4', sin ranura, FOSET",MM0,2,200,75,Pieza,7.51E+12,47,42,0,62,47,75,53.45,40.52,64.66,Foset,58.62,68,40172600,Acoples de tubos,P597,Conexiones soldables de cobre,0.05,133,
49716,CC-563,"Codo 90° de cobre de 1', FOSET",MM0,10,200,75,Pieza,7.51E+12,47,42,0,62,47,75,53.45,40.52,64.66,Foset,58.62,68,40172601,Acoples de tubos de latón,P597,Conexiones soldables de cobre,0.07,133,
45919,PPG-12C,"Codo 90° para PEALPE, 1/2', FOSET",MM00,4,100,118,Pieza,7.51E+12,75,67,0,98,75,118,84.48,64.66,101.72,Foset,93.1,108,40172801,Codos para tubos de latón,P851,Tubería y conexiones PE-AL-PE,0.13,91.884,
49053,LLE-128L,"Llave de esfera de latón 1/2' con rosca para manguera, FOSET",MM00,6,48,110,Pieza,7.51E+12,75,67,0,90,75,110,77.59,64.66,94.83,Foset,86.21,100,30181700,Grifos,P177,Llaves de jardín,0.131,152.302,
49108,ANG-CPVC,"Llave angular 1/2' para CPVC, 1/4 vuelta, barrilito, FOSET",MM00,6,72,118,Pieza,7.51E+12,75,67,0,98,75,118,84.48,64.66,101.72,Foset,93.1,108,40141608,Válvulas hidráulicas,P486,Llaves angulares,0.105,98.269,
20645,PED-P,"Pala escarramán, mango madera, puño 'Y', PRETUL",MM0,3,0,205,Pieza,7.51E+12,140,125,0,170,140,205,146.55,120.69,176.72,Pretul,159.48,185,27112004,Palas,P299,Palas nacionales,1.287,5853.69,
22502,PRD-P,"Pala redonda, puño 'D', mango 28-1/2', PRETUL",MM0,3,0,205,Pieza,7.50E+12,140,125,1,170,140,205,146.55,120.69,176.72,Pretul,159.48,185,27112004,Palas,P299,Palas nacionales,1.125,5322.931,
22506,PCD-P,"Pala cuadrada, puño 'D', PRETUL",MM0,6,0,205,Pieza,7.50E+12,140,125,1,170,140,205,146.55,120.69,176.72,Pretul,159.48,185,27112004,Palas,P299,Palas nacionales,1.323,8800.713,
27059,ST-760P,"Disco sierra 7-1/4' p/madera, 60 dientes centro 5/8', PRETUL",MM00,3,12,220,Pieza,7.51E+12,140,125,0,180,140,220,155.17,120.69,189.66,Pretul,172.41,200,27111500,Herramientas de corte y engarzado y punzones,P129,Discos de sierra,0.289,506.25,
47412,CLG-771,"Tee unión de latón 3/8', FOSET",MM0,10,300,43,Pieza,7.51E+12,28,25,0,36,28,43,31.03,24.14,37.07,Foset,33.62,39,40172601,Acoples de tubos de latón,P559,Conexiones de latón y accesorios para gas,0.055,49.335,
49062,CLG-231,"Reducción bushing de latón, 3/4' x 1/2', FOSET",MM0,5,200,43,Pieza,7.51E+12,28,25,0,36,28,43,31.03,24.14,37.07,Foset,33.62,39,31162800,Ferretería en general,P559,Conexiones de latón y accesorios para gas,0.05,59.906,
49650,CC-501,"Codo 90° de cobre, rosca interior 1/2', FOSET",MM00,10,280,43,Pieza,7.51E+12,28,25,0,36,28,43,31.03,24.14,37.07,Foset,33.62,39,40172601,Acoples de tubos de latón,P668,Conexiones roscables de cobre y bronce,0.04,49.593,
49729,CC-862,"Codo 45° de cobre 3/4',FOSET",MM0,10,400,43,Pieza,7.51E+12,28,25,0,36,28,43,31.03,24.14,37.07,Foset,33.62,39,40172601,Acoples de tubos de latón,P597,Conexiones soldables de cobre,0.035,66.5,
50344,R-MO6,"Rack para 6 martillos pulidos, uña curva, TRUPER",MM2,1,0,140,Set,7.50E+12,140,125,0,140,140,140,120.69,120.69,120.69,Truper,120.69,140,56121900,Mobiliario de demostración,P581,Racks sin producto,0.54,2557.27,
15386,BAV-31/64-N,"Broca HSS 31/64' Trublack para metal, TRUPER",MM00,5,50,220,Pieza,7.51E+12,140,125,0,180,140,220,155.17,120.69,189.66,Truper,172.41,200,27112841,Broca manual para metal,P017,Brocas para metal,0.096,49.6,
44201,TAQ-3/8P,"Bolsa con 50 taquetes de plástico 3/8', FIERO",MM00,12,216,43,Bolsa,7.50E+12,28,25,0,36,28,43,31.03,24.14,37.07,Fiero,33.62,39,27112100,Herramientas de sujeción y fijación,P866,Taquetes plásticos y madera,0.118,573.492,
48858,CC-565,"Codo 90° de cobre de 1-1/2', FOSET",MM0,2,80,220,Pieza,7.51E+12,140,125,0,180,140,220,155.17,120.69,189.66,Foset,172.41,200,40172609,Acoples de tubos de plástico cpvc,P597,Conexiones soldables de cobre,0.15,332.5,
48896,CC-615,"Conector de cobre, rosca exterior 1-1/2', FOSET",MM00,2,60,220,Pieza,7.51E+12,140,125,0,180,140,220,155.17,120.69,189.66,Foset,172.41,200,31163100,Conectores,P668,Conexiones roscables de cobre y bronce,0.225,302.736,
49750,CC-292,"Reducción campana de cobre 1 x 1/2', FOSET",MM0,10,400,43,Pieza,7.51E+12,28,25,0,36,28,43,31.03,24.14,37.07,Foset,33.62,39,40172601,Acoples de tubos de latón,P597,Conexiones soldables de cobre,0.04,66.5,
28252,CONO-45RP,"Cono de precaución de 45 cm de PVC con reflejante, PRETUL",MM00,1,0,205,Pieza,7.50E+12,140,125,0,170,140,205,146.55,120.69,176.72,Pretul,159.48,185,46161508,Conos o delineadores de tráfico,P747,Seguridad vial,1.05,3504.303,
48893,CC-802,"Yee sencilla de cobre 3/4', FOSET",MM00,2,160,105,Pieza,7.51E+12,65,58,0,85,65,105,73.28,56.03,90.52,Foset,81.9,95,40172600,Acoples de tubos,P597,Conexiones soldables de cobre,0.101,132.681,
101665,POHE-5N,"Porta herramientas de poliéster, 5 compartimentos, TRUPER",MM00,2,20,270,Pieza,7.51E+12,185,165,0,225,185,270,193.97,159.48,232.76,Truper,211.21,245,31162800,Ferretería en general,P285,Porta herramientas,0.394,3070.771,
13339,BRT-2AS,"Brocha cerdas sintéticas 2' corte angular, mango de madera",MM00,6,144,58,Pieza,7.51E+12,37,33,0,48,37,58,41.38,31.9,50,Truper,45.69,53,31211904,Brochas,P019,Brochas y cepillos para pintor,0.078,273.91,
13121,CONO-45R,"Cono de precaución de 45 cm de PVC con reflejante, TRUPER",MM00,1,0,270,Pieza,7.51E+12,185,165,0,225,185,270,193.97,159.48,232.76,Truper,211.21,245,55121700,Señalización,P747,Seguridad vial,1.045,3267.378,
48866,CC-294,"Reducción campana de cobre 1-1/4 x 1/2', FOSET",MM0,2,252,58,Pieza,7.51E+12,37,33,0,48,37,58,41.38,31.9,50,Foset,45.69,53,40172600,Acoples de tubos,P597,Conexiones soldables de cobre,0.045,105.555,
13127,CONO-90R,"Cono de precaución de 90 cm de PVC con reflejante, TRUPER",MM00,1,0,880,Pieza,7.51E+12,600,535,0,725,600,880,625,517.24,758.62,Truper,689.66,800,55121700,Señalización,P747,Seguridad vial,3.68,15796.092,
102454,PES-PD,"Pala escarramán T-2000, puño doble 'Y', TRUPER",MM00,3,0,340,Pieza,7.51E+12,230,205,0,280,230,340,241.38,198.28,293.1,Truper,267.24,310,27112004,Palas,P299,Palas nacionales,1.493,6703.549,
103199,DIA-170,"Diablo de carga, plegable de aluminio, 170 kg, TRUPER",MM0,1,3,1675,Pieza,7.51E+12,1150,1025,0,1385,1150,1675,1193.97,991.38,1443.97,Truper,1314.66,1525,22101528,Cargadores de ruedas,P553,Diablos de carga,6.19,24001.236,
50004,DESP-BAV-29C,"Juego de 29 brocas HSS para metal en estuche, TRUPER EXPERT",MM00,1,10,3016,Set,7.50E+12,2076,1850,0,2486,2076,3016,2143.1,1789.66,2600,Expert,2358.62,2736,27112800,Conexiones de herramientas y accesorios,P017,Brocas para metal,1.399,2475,
100147,PES-X,"Pala escarramán, puño 'Y', mango acero, TRUPER EXPERT",MM00,3,0,400,Pieza,7.51E+12,275,245,0,335,275,400,288.79,237.07,344.83,Expert,314.66,365,27112004,Palas,P299,Palas nacionales,2.64,6947.942,
102750,LLM-2CG,"Llana 11' dentado cuadrado 1/2', tipo español, mango madera",MM00,6,24,87,Pieza,7.50E+12,55,49,0,72,55,87,62.07,47.41,75,Truper,68.1,79,27112200,Herramientas de albañilería y concreto,P768,Llanas,0.321,2159.136,
103076,SACRI-100N,"Sellador acrílico de 280 ml, negro, TRUPER",MM00,6,24,79,Pieza,7.51E+12,55,49,0,65,55,79,56.03,47.41,68.1,Truper,62.07,72,31201600,Otros adhesivos y selladores,P189,Selladores,0.479,718.622,
103222,CDR-330,"Cinta nano doble cara reutilizable, transparente 3 m x 30 mm",MM00,6,72,87,Pieza,7.51E+12,55,49,0,72,55,87,62.07,47.41,75,Truper,68.1,79,31201500,Cinta adhesiva,P646,Cintas de montaje,0.113,555.633,
103645,BOMIN-12N,"Bomba Inyectora Neumática de grasa, 12 Kg, TRUPER",MM00,1,0,4000,Pieza,7.51E+12,2750,2450,0,3300,2750,4000,2844.83,2370.69,3448.28,Truper,3146.55,3650,40151500,Bombas,P069,Graseras y aceiteras,11.94,103174.5,
11524,LLM-2D,"Llana 11' dentado triangular, tipo español, mango madera",MM00,6,24,87,Pieza,7.51E+12,55,49,0,72,55,87,62.07,47.41,75,Truper,68.1,79,27112200,Herramientas de albañilería y concreto,P768,Llanas,0.302,2159.136,
11525,LLM-2C,"Llana 11' dentado cuadrado 1/4', tipo español, mango madera",MM00,6,24,87,Pieza,7.51E+12,55,49,0,72,55,87,62.07,47.41,75,Truper,68.1,79,27112200,Herramientas de albañilería y concreto,P768,Llanas,0.328,2159.136,
14625,NP-18X,"Nivel profesional magnético de 18', protección TPR, EXPERT",MM00,2,24,400,Pieza,7.51E+12,275,245,0,335,275,400,288.79,237.07,344.83,Expert,314.66,365,27111800,Herramientas de medida y bocetaje,P104,Niveles,0.457,1039.35,
18569,SACRI-100T,"Sellador acrílico de 280 ml, transparente, TRUPER",MM00,6,24,79,Pieza,7.51E+12,55,49,0,65,55,79,56.03,47.41,68.1,Truper,62.07,72,31162800,Ferretería en general,P189,Selladores,0.347,718.622,
18570,SACRI-100B,"Sellador acrílico de 280 ml, blanco, TRUPER",MM00,6,24,79,Pieza,7.51E+12,55,49,0,65,55,79,56.03,47.41,68.1,Truper,62.07,72,31162800,Ferretería en general,P189,Selladores,0.517,718.622,
23145,LL-JAR-PB,"Llave p/manguera, de latón 100g, 1/2', blíster, PRETUL",MM00,6,120,79,Pieza,7.50E+12,55,49,1,65,55,79,56.03,47.41,68.1,Pretul,62.07,72,27111700,Llaves inglesas y guías,P177,Llaves de jardín,0.116,427.72,
23202,FGA-10NP,"Manguera para gas, aluminio, 5/16' flare, 100cm, FOSET BASIC",MM00,6,36,87,Pieza,7.51E+12,55,49,0,72,55,87,62.07,47.41,75,Foset,68.1,79,40142000,Mangueras,P816,"Mangueras flexibles para gas, FOSET",0.144,852.712,
45925,PPG-12M,"Codo 90° para PEALPE, 1/2', con rosca macho, FOSET",MM00,4,152,87,Pieza,7.51E+12,55,49,0,72,55,87,62.07,47.41,75,Foset,68.1,79,40172801,Codos para tubos de latón,P851,Tubería y conexiones PE-AL-PE,0.084,60.431,
45942,PPG-12CF,"Conector para PEALPE, 1/2' a flare 3/8', FOSET",MM00,4,200,87,Pieza,7.51E+12,55,49,0,72,55,87,62.07,47.41,75,Foset,68.1,79,40172501,Conector de tubo de latón,P851,Tubería y conexiones PE-AL-PE,0.09,45.942,
48882,CC-981,"Tuerca unión latón cobrizado 1/2' rosca interior, FOSET",MM00,2,300,87,Pieza,7.51E+12,55,49,0,72,55,87,62.07,47.41,75,Foset,68.1,79,31161700,Tuercas,P668,Conexiones roscables de cobre y bronce,0.075,51.463,
48887,CC-711,"Tee de cobre rosca interior lateral 1/2', FOSET",MM00,2,250,87,Pieza,7.51E+12,55,49,0,72,55,87,62.07,47.41,75,Foset,68.1,79,40172609,Acoples de tubos de plástico cpvc,P668,Conexiones roscables de cobre y bronce,0.07,65.044,
48894,CC-803,"Yee sencilla de cobre 1', FOSET",MM00,2,100,175,Pieza,7.51E+12,110,98,0,145,110,175,125,94.83,150.86,Foset,137.93,160,40172600,Acoples de tubos,P597,Conexiones soldables de cobre,0.175,238.285,
49075,LLJ-100B,"Llave p/manguera, de latón, 100g, 1/2', blíster, BASIC",MM00,6,120,79,Pieza,7.51E+12,55,49,0,65,55,79,56.03,47.41,68.1,Foset,62.07,72,27111700,Llaves inglesas y guías,P177,Llaves de jardín,0.116,398.996,
49646,ADPO-1C,"Cople inserción de latón 1' para manguera, FOSET",MM00,6,120,87,Pieza,7.51E+12,55,49,0,72,55,87,62.07,47.41,75,Foset,68.1,79,31162800,Ferretería en general,P560,Adaptadores de latón para manguera,0.089,90.758,
49658,CC-603,"Conector de cobre, rosca interior 1', FOSET",MM00,10,120,87,Pieza,7.51E+12,55,49,0,72,55,87,62.07,47.41,75,Foset,68.1,79,40172601,Acoples de tubos de latón,P668,Conexiones roscables de cobre y bronce,0.081,114.201,
49856,CV-512,"Codo 90° PPR,  3/4', rosca macho con inserto metálico, FOSET",MM00,10,100,87,Pieza,7.51E+12,55,49,0,72,55,87,62.07,47.41,75,Foset,68.1,79,40172610,Acoples de tubos abs,P604,Conexiones de PPR,0.114,192.456,
65012,PARAG-130,"Paraguas de 135 cm, TRUPER",MM2,1,24,275,Pieza,7.51E+12,275,245,0,275,275,275,237.07,237.07,237.07,Truper,237.07,275,31162800,Ferretería en general,P005,Artículos promocionales,0.64,2332.067,
12723,R-CAU-80,Blíster con 3 puntas de repuesto p/cautín tipo lápiz CAU-80,MM00,1,60,95,Set,7.51E+12,55,49,0,77,55,95,66.38,47.41,81.9,Truper,73.28,85,23271806,Cautín,P027,Cautines y accesorios,0.075,138.895,
14956,HB-2-1/4M,"Hacha Boy 2-1/4 lb, mango de hickory 28', TRUPER",MM00,2,8,400,Pieza,7.50E+12,275,245,0,335,275,400,288.79,237.07,344.83,Truper,314.66,365,27112005,Hachas,P404,Hachas nacionales,1.505,2616.8,
18084,COBI-9/16,"Brocasierra bimetálica 9/16', TRUPER EXPERT",MM00,3,36,87,Pieza,7.50E+12,55,49,0,72,55,87,62.07,47.41,75,Expert,68.1,79,23242113,Cuchilla de sierra circular para cortar metal,P506,Brocasierras bimetálicas,0.035,225,
47623,CC-972B,"Tuerca unión de cobre de 3/4', FOSET BASIC",MM00,10,150,87,Pieza,7.51E+12,55,49,0,72,55,87,62.07,47.41,75,Foset,68.1,79,31162800,Ferretería en general,P597,Conexiones soldables de cobre,0.095,79.505,
48848,CC-264,"Cople de cobre 1-1/4', con ranura, FOSET",MM0,2,200,87,Pieza,7.51E+12,55,49,0,72,55,87,62.07,47.41,75,Foset,68.1,79,40172600,Acoples de tubos,P597,Conexiones soldables de cobre,0.065,134.297,
49722,CC-522,"Codo 90° reducción de cobre de 1' x 1/2', FOSET",MM0,10,200,87,Pieza,7.51E+12,55,49,0,72,55,87,62.07,47.41,75,Foset,68.1,79,40172601,Acoples de tubos de latón,P597,Conexiones soldables de cobre,0.06,133,
49965,CALE-12HS,"Calentador solar HeatPipe, 12 tubos, 150L, 4 personas, FOSET",MM00,1,0,15250,Pieza,7.51E+12,10500,9350,0,12650,10500,15250,10905.17,9051.72,13146.55,Foset,11939.66,13850,40101825,Calentadores de agua para uso doméstico,P883,Calentadores solares de agua,74.92,550788.075,
45931,PPG-12CH,"Codo oreja 90° para PEALPE, 1/2', con rosca hembra, FOSET",MM00,4,80,116,Pieza,7.51E+12,73,65,0,96,73,116,82.76,62.93,100,Foset,91.38,106,40172801,Codos para tubos de latón,P851,Tubería y conexiones PE-AL-PE,0.125,114.855,
102985,ML-4-1/2MM,"Hacha media labor 4-1/2 lb, mango de madera 36', TRUPER",MM00,2,8,525,Pieza,7.50E+12,365,325,0,435,365,525,375,314.66,452.59,Truper,409.48,475,27112005,Hachas,P404,Hachas nacionales,2.83,4916.3,
42008,TAQ-1/2TP,"Bolsa con 100 taquetes plásticos 1/2', para panel de yeso",MM00,4,12,116,Caja,7.51E+12,73,65,0,96,73,116,82.76,62.93,100,Fiero,91.38,106,31161608,Tirafondos,P866,Taquetes plásticos y madera,0.154,969.946,
13122,CONO-70,"Cono de precaución de 70 cm de PVC, TRUPER",MM00,1,0,525,Pieza,7.51E+12,365,325,0,435,365,525,375,314.66,452.59,Truper,409.48,475,55121700,Señalización,P747,Seguridad vial,2.515,7767.017,
24064,FGA-30P,"Manguera para gas, aluminio, 3/8' flare, 300 cm, FOSET BASIC",MM00,6,36,160,Pieza,7.51E+12,100,89,0,130,100,160,112.07,86.21,137.93,Foset,125,145,40142000,Mangueras,P816,"Mangueras flexibles para gas, FOSET",0.354,1789.908,
45013,MGA-40,"Manguera para gas, PVC amarilla, 3/8'flare, 4 m, FOSET",MM00,4,24,160,Pieza,7.50E+12,100,89,0,130,100,160,112.07,86.21,137.93,Foset,125,145,40142000,Mangueras,P460,Mangueras de PVC para gas,0.477,2370.375,
48287,CALE-12S,"Calentador solar de agua, 12 tubos, 150L, 4 personas, FOSET",MM00,1,0,7250,Pieza,7.51E+12,5000,4450,0,6000,5000,7250,5172.41,4310.34,6250,Foset,5689.66,6600,40101800,Equipo de calefacción y piezas y accesorios,P883,Calentadores solares de agua,50.135,460217.472,
49139,FGA-15,"Manguera para gas, aluminio, 3/8' flare, 150 cm, FOSET",MM00,6,36,160,Pieza,7.50E+12,100,89,0,130,100,160,112.07,86.21,137.93,Foset,125,145,40142000,Mangueras,P816,"Mangueras flexibles para gas, FOSET",0.239,1120.387,
49737,CC-763,"Tee sencilla de cobre 1', FOSET",MM0,10,120,160,Pieza,7.51E+12,100,89,0,130,100,160,112.07,86.21,137.93,Foset,125,145,40172601,Acoples de tubos de latón,P597,Conexiones soldables de cobre,0.115,221.655,
55159,R-HIMP-3M,"Rack para herramientas de alto impacto, México, TRUPER",MM2,1,0,5500,Pieza,7.50E+12,5500,4895,0,5500,5500,5500,4741.38,4741.38,4741.38,Truper,4741.38,5500,56121900,Mobiliario de demostración,P581,Racks sin producto,33.12,328894.25,
103960,ADP-M14,"Juego 2 adaptadores para borlas doble cara, M14, TRUPER",MM00,1,36,160,Par,7.51E+12,100,89,0,130,100,160,112.07,86.21,137.93,Truper,125,145,25191700,Equipo para el mantenimiento de vehículo,P098,Accesorios máquinas,0.13,310.289,
103961,ADP-5/8,"Juego 2 adaptadores para borlas doble cara, 5/8'-11, TRUPER",MM00,1,36,160,Par,7.51E+12,100,89,0,130,100,160,112.07,86.21,137.93,Truper,125,145,25191700,Equipo para el mantenimiento de vehículo,P098,Accesorios máquinas,0.11,310.289,
17030,NP-12,"Nivel profesional de 12' con protección de ABS, TRUPER",MM00,3,36,160,Pieza,7.50E+12,100,89,0,130,100,160,112.07,86.21,137.93,Truper,125,145,27112200,Herramientas de albañilería y concreto,P104,Niveles,0.221,673.2,
45307,VW-009,"Válvula de descarga 2' para WC de 1pieza, cadena inox, FOSET",MM00,4,48,160,Pieza,7.51E+12,100,89,0,130,100,160,112.07,86.21,137.93,Foset,125,145,40141600,Válvulas,P517,Accesorios para WC,0.194,1697.08,
49131,FBO-1240X,"Manguera para boiler, acero inox. 1/2'H x 3/4'H, 40 cm",MM00,6,36,160,Pieza,7.50E+12,100,89,0,130,100,160,112.07,86.21,137.93,Foset,125,145,40142000,Mangueras,P818,"Mangueras flexibles para boiler, FOSET",0.193,904.586,
18090,COBI-1-1/8,"Brocasierra bimetálica 1-1/8', TRUPER EXPERT",MM00,3,36,160,Pieza,7.50E+12,100,89,0,130,100,160,112.07,86.21,137.93,Expert,125,145,23242113,Cuchilla de sierra circular para cortar metal,P506,Brocasierras bimetálicas,0.085,273,
55957,DESP-BAV-CH-C,Despachador 13 compartimentos para brocas HSS con producto,MM1,1,0,8100,Set,7.51E+12,6675,5940,0,7350,6675,8100,6336.21,5754.31,6982.76,Truper,6637.93,7700,31162800,Ferretería en general,P017,Brocas para metal,6.545,22103.76,
48853,CC-206,"Cople de cobre 2', sin ranura, FOSET",MM0,2,60,225,Pieza,7.51E+12,145,129,0,185,145,225,159.48,125,193.97,Foset,176.72,205,40172600,Acoples de tubos,P597,Conexiones soldables de cobre,0.15,443.308,
10438,ESTA-34,"Escalera de tijera 100% aluminio tipo lll 4 peldaños, TRUPER",MM00,1,0,1950,Pieza,7.51E+12,1350,1200,0,1625,1350,1950,1400.86,1163.79,1681.03,Truper,1530.17,1775,30191501,Escaleras,P539,Escaleras,4.66,69014.4,
10439,ESTA-35,"Escalera de tijera 100% aluminio tipo lll 5 peldaños, TRUPER",MM00,1,0,2275,Pieza,7.51E+12,1575,1400,0,1875,1575,2275,1616.38,1357.76,1961.21,Truper,1788.79,2075,30191501,Escaleras,P539,Escaleras,5.3,80625,
10442,ESTA-36,"Escalera de tijera 100% aluminio tipo lll 6 peldaños, TRUPER",MM00,1,0,2615,Pieza,7.51E+12,1800,1600,0,2165,1800,2615,1866.38,1551.72,2254.31,Truper,2038.79,2365,30191501,Escaleras,P539,Escaleras,6.04,98280,
10460,ESTA-27,"Escalera de tijera 100% aluminio tipo ll 7 peldaños, TRUPER",MM00,1,0,3250,Pieza,7.51E+12,2250,2000,0,2700,2250,3250,2327.59,1939.66,2801.72,Truper,2543.1,2950,30191501,Escaleras,P539,Escaleras,8.14,132170.938,
26005,CASO-300-P,"Careta para soldar con lente abatible, sombra 11, PRETUL",MM00,4,0,215,Pieza,7.50E+12,135,120,0,175,135,215,150.86,116.38,185.34,Pretul,168.1,195,46181711,Casco de soldadura,P562,"Caretas, gafas y protectores",0.49,13273.238,
40716,AR-23CB,"Blíster con 2 armellas cerradas de 23 x 110, FIERO",MM00,12,144,7.7,Pieza,7.50E+12,4.5,4,0,6.5,4.5,7.7,5.6,3.88,6.64,Fiero,6.03,7,56121900,Mobiliario de demostración,P829,"Clavos y tornillería, en blíster",0.04,160.461,
40717,AR-22CB,"Blíster con 2 armellas cerradas de 22 x 100, FIERO",MM00,12,144,7.7,Pieza,7.50E+12,4.5,4,0,6.5,4.5,7.7,5.6,3.88,6.64,Fiero,6.03,7,56121900,Mobiliario de demostración,P829,"Clavos y tornillería, en blíster",0.035,162.112,
40718,AR-21CB,"Blíster con 4 armellas cerradas de 21 x 80, FIERO",MM00,12,144,7.7,Pieza,7.50E+12,4.5,4,0,6.5,4.5,7.7,5.6,3.88,6.64,Fiero,6.03,7,56121900,Mobiliario de demostración,P829,"Clavos y tornillería, en blíster",0.04,160.461,
40719,AR-20CB,"Blíster con 6 armellas cerradas de 20 x 70, FIERO",MM00,12,144,7.7,Pieza,7.50E+12,4.5,4,0,6.5,4.5,7.7,5.6,3.88,6.64,Fiero,6.03,7,56121900,Mobiliario de demostración,P829,"Clavos y tornillería, en blíster",0.04,160.461,
40720,AR-19CB,"Blíster con 8 armellas cerradas de 19 x 60, FIERO",MM00,12,144,7.7,Pieza,7.50E+12,4.5,4,0,6.5,4.5,7.7,5.6,3.88,6.64,Fiero,6.03,7,56121900,Mobiliario de demostración,P829,"Clavos y tornillería, en blíster",0.039,160.461,
40721,AR-18CB,"Blíster con 10 armellas cerradas de 18 x 50, FIERO",MM00,12,144,7.7,Pieza,7.50E+12,4.5,4,0,6.5,4.5,7.7,5.6,3.88,6.64,Fiero,6.03,7,56121900,Mobiliario de demostración,P829,"Clavos y tornillería, en blíster",0.036,160.461,
40722,AR-17CB,"Blíster con 20 armellas cerradas de 17 x 40, FIERO",MM00,12,144,7.7,Pieza,7.50E+12,4.5,4,0,6.5,4.5,7.7,5.6,3.88,6.64,Fiero,6.03,7,56121900,Mobiliario de demostración,P829,"Clavos y tornillería, en blíster",0.03,160.461,
40724,AR-22AB,"Blíster con 2 armellas abiertas de 22 x 100, FIERO",MM00,12,144,7.7,Pieza,7.50E+12,4.5,4,0,6.5,4.5,7.7,5.6,3.88,6.64,Fiero,6.03,7,56121900,Mobiliario de demostración,P829,"Clavos y tornillería, en blíster",0.035,160.461,
40725,AR-21AB,"Blíster con 4 armellas abiertas de 21 x 80, FIERO",MM00,12,144,7.7,Pieza,7.50E+12,4.5,4,0,6.5,4.5,7.7,5.6,3.88,6.64,Fiero,6.03,7,56121900,Mobiliario de demostración,P829,"Clavos y tornillería, en blíster",0.035,160.461,
40729,AR-17AB,"Blíster con 12 armellas abiertas de 17 x 40, FIERO",MM00,12,144,7.7,Pieza,7.50E+12,4.5,4,0,6.5,4.5,7.7,5.6,3.88,6.64,Fiero,6.03,7,56121900,Mobiliario de demostración,P829,"Clavos y tornillería, en blíster",0.03,160.461,
